user_id,segment,engagement_score,past_purchase_count,avg_order_value,email_opened,clicked,converted,campaign_cost,revenue
47,medium,0.49591434719529626,2,478.56719338550863,1,0,0,10,0.0
48,medium,0.5114626415957102,3,539.3634876574566,1,0,0,10,0.0
49,medium,0.43377701084724163,2,499.26111301196767,0,0,0,10,0.0
50,high,0.8077250770569213,1,581.3840570650689,0,0,0,10,0.0
51,low,0.09877795283923912,5,418.1314956788802,0,0,0,10,0.0
52,low,0.4025871986801884,3,323.0108664109422,1,1,0,10,0.0
53,low,0.0928884773493539,3,402.6642580565903,0,0,0,10,0.0
54,low,0.04248314494473321,2,606.8918415238034,0,0,0,10,0.0
55,medium,0.4744984105428629,5,484.54411801122603,0,0,0,10,0.0
56,low,0.3291537197530309,2,509.20622955465626,0,0,0,10,0.0
57,high,0.7750867299734165,2,394.6363385953613,1,1,0,10,0.0
58,high,0.7107016527805234,2,506.55537251502784,1,0,0,10,0.0
59,high,0.8232684735561763,0,397.71873559273035,1,0,0,10,0.0
60,medium,0.43880093416488,3,412.4218724947245,0,0,0,10,0.0
61,medium,0.6731470760506532,5,459.751631717612,0,0,0,10,0.0
62,medium,0.6690580558414287,2,544.5097257842145,0,0,0,10,0.0
63,low,0.25118590998604773,2,555.184758064251,0,0,0,10,0.0
64,medium,0.4311535976073034,4,557.9044897937837,0,0,0,10,0.0
65,medium,0.5948529655826555,5,341.1915884955626,0,0,0,10,0.0
66,medium,0.31468517739322666,4,499.33354996097387,0,0,0,10,0.0
67,high,0.7899076024174605,2,480.3218166617264,0,0,0,10,0.0
68,low,0.16816169713516677,2,346.78175839185445,0,0,0,10,0.0
69,high,0.9682143540410219,2,501.59837667221984,1,1,0,10,0.0
70,low,0.006001513636341271,2,474.9572782563239,0,0,0,10,0.0
71,low,0.27640743785917454,2,551.1525672117888,0,0,0,10,0.0
72,high,0.8962654324266504,3,508.12470762398027,1,0,0,10,0.0
73,high,0.7940071950096165,5,445.0679469716747,1,0,0,10,0.0
74,low,0.04270151508136083,3,592.5762450456978,0,0,0,10,0.0
75,low,0.4862306950139511,3,277.87664992248756,0,0,0,10,0.0
76,low,0.25900521568804896,5,493.573487157039,0,0,0,10,0.0
77,low,0.3070931221595057,4,323.6749068008064,0,0,0,10,0.0
78,high,0.6946439130830029,1,408.780672879388,1,0,0,10,0.0
79,medium,0.49339923404272146,2,552.4813703009349,0,0,0,10,0.0
80,high,0.7716597967833287,1,372.5802519559197,1,1,1,10,430.3677974698417
81,low,0.03744792100099187,5,357.6282181296065,0,0,0,10,0.0
82,medium,0.34246414141898684,0,738.1944983415624,0,0,0,10,0.0
83,medium,0.6349890078475098,5,364.07109485798355,1,0,0,10,0.0
84,high,0.6959279808826361,4,665.0520903087973,1,1,0,10,0.0
85,medium,0.3779833085994522,3,482.779783542074,1,0,0,10,0.0
86,medium,0.5019645805000557,3,447.5170878561025,1,0,0,10,0.0
87,low,0.38437356568125647,3,556.6786390588205,0,0,0,10,0.0
88,medium,0.32477860743159515,1,633.6594075544499,0,0,0,10,0.0
89,low,0.2884039598191279,1,385.39320578916715,1,0,0,10,0.0
90,medium,0.34768417713622934,2,448.97502102714697,0,0,0,10,0.0
91,high,0.6145844203302474,3,584.6869734684252,0,0,0,10,0.0
92,low,0.026371976081108695,3,528.7994312427,0,0,0,10,0.0
93,low,0.41708205410422067,3,610.1917830641382,0,0,0,10,0.0
94,medium,0.3471889934512246,4,551.5111954431779,0,0,0,10,0.0
95,low,0.022575682206145975,5,680.8224009149149,1,0,0,10,0.0
96,medium,0.4751599548571649,2,517.8588598833651,0,0,0,10,0.0
97,medium,0.6375973887768098,2,522.1811148330962,0,0,0,10,0.0
98,medium,0.40496335059572075,3,532.1721372015799,0,0,0,10,0.0
99,high,0.7686850470103666,2,485.7511148273442,1,0,0,10,0.0
100,high,0.6159690130255004,4,584.8087158800924,0,0,0,10,0.0
101,high,0.7796314056539504,5,523.7041223863026,0,0,0,10,0.0
102,medium,0.5310452322548534,4,578.8180009145144,0,0,0,10,0.0
103,medium,0.5283628215008579,4,594.449985362416,1,0,0,10,0.0
104,medium,0.43297067686974605,5,542.8454681560328,1,0,0,10,0.0
105,low,0.15776659033156776,2,550.1716324234196,0,0,0,10,0.0
106,medium,0.3426494475746391,5,398.96702124034664,0,0,0,10,0.0
107,medium,0.44671932825850735,1,444.96464121801785,0,0,0,10,0.0
108,low,0.04974733443648233,2,584.3383452990731,0,0,0,10,0.0
109,medium,0.6066383778848206,3,642.3631181818514,1,0,0,10,0.0
110,high,0.9865097190992743,3,305.95697744916396,1,0,0,10,0.0
111,medium,0.6880297826666827,3,443.2136852748585,0,0,0,10,0.0
112,high,0.9460284397501575,2,502.36206024146503,1,1,1,10,576.023447834673
113,low,0.30039607466980955,5,412.07255379193225,0,0,0,10,0.0
114,low,0.35043284862193996,3,417.7480355818317,0,0,0,10,0.0
115,medium,0.4140823210721656,2,547.4919873793805,0,0,0,10,0.0
116,low,0.3153852100863103,3,658.1375969171434,1,0,0,10,0.0
117,low,0.22782477471993873,6,296.8176443677859,0,0,0,10,0.0
118,high,0.792806935910773,8,482.9523851018304,1,0,0,10,0.0
119,low,0.378888280187579,3,546.3280341790388,0,0,0,10,0.0
120,medium,0.41276734223890066,0,578.0213972200241,0,0,0,10,0.0
121,low,0.15901980584725994,5,531.9127343069039,0,0,0,10,0.0
122,low,0.4623208955643183,3,676.1402549936115,0,0,0,10,0.0
123,medium,0.3224897179403889,4,502.8906593325794,0,0,0,10,0.0
124,high,0.7942537193653362,3,631.1992790392097,0,0,0,10,0.0
125,medium,0.6651203201631446,2,435.3632329654031,1,0,0,10,0.0
126,medium,0.5441452031272628,3,505.79829465888497,1,1,0,10,0.0
127,low,0.27320353710606604,1,378.72849242011495,0,0,0,10,0.0
128,low,0.1248720896146776,3,590.0864440548994,0,0,0,10,0.0
129,high,0.7373101956257793,0,487.95571373588234,1,1,0,10,0.0
130,medium,0.6408193663218771,1,535.7821062519898,1,1,0,10,0.0
131,medium,0.5236872527073833,3,468.6631368714926,1,0,0,10,0.0
132,medium,0.505896877502712,1,558.6428501659016,0,0,0,10,0.0
133,high,0.6398318854160115,0,539.7433973855752,0,0,0,10,0.0
134,medium,0.30641126258204926,0,400.53485700287933,0,0,0,10,0.0
135,low,0.48184259434352456,4,406.32325674169897,0,0,0,10,0.0
136,medium,0.4507944669147366,3,497.2231269658648,0,0,0,10,0.0
137,medium,0.5412852248398017,4,565.9573957406658,1,1,1,10,478.0464917972774
138,low,0.039857536593642495,7,686.2895553113848,0,0,0,10,0.0
139,medium,0.5732457142892187,3,530.2990856665729,1,0,0,10,0.0
140,low,0.46628335435298046,1,600.753140248854,0,0,0,10,0.0
141,low,0.28783262649870983,3,338.7149065235831,0,0,0,10,0.0
142,medium,0.3504461289501642,3,701.2955849433982,0,0,0,10,0.0
143,medium,0.5326886109893907,2,560.5686211129192,0,0,0,10,0.0
144,medium,0.606538885241861,7,495.03954888412204,0,0,0,10,0.0
145,medium,0.46256661462960746,2,483.53039525420746,1,0,0,10,0.0
146,high,0.9519350991765871,4,389.2800202141002,1,0,0,10,0.0
147,medium,0.5594731813429458,3,417.87132042798294,0,0,0,10,0.0
148,medium,0.6596995673156809,2,691.0435632133414,1,1,0,10,0.0
149,high,0.8494021244989349,0,401.0995561713987,1,1,0,10,0.0
150,medium,0.35251518880192967,7,399.17322421336553,0,0,0,10,0.0
151,low,0.15484585555259456,5,429.7779513924421,0,0,0,10,0.0
152,medium,0.3807179793009827,5,380.1819247038727,1,0,0,10,0.0
153,high,0.9635305990867449,1,501.530657484551,1,0,0,10,0.0
154,medium,0.604160026914993,4,608.8910512665238,1,0,0,10,0.0
155,low,0.338199184455003,4,438.95076737279663,0,0,0,10,0.0
156,medium,0.42038652785264863,2,362.66757202391784,0,0,0,10,0.0
157,medium,0.3736179088200854,1,529.1861313014654,0,0,0,10,0.0
158,low,0.3782255439944559,4,494.4225662320187,1,1,0,10,0.0
159,medium,0.48966317835163187,5,600.2724550081625,1,1,0,10,0.0
160,low,0.11289477607531456,5,454.54917006977297,0,0,0,10,0.0
161,medium,0.54664879126611,2,473.9843220373325,0,0,0,10,0.0
162,medium,0.31613354085538076,6,485.0469635456731,0,0,0,10,0.0
163,medium,0.4304681016513014,3,508.90041105534823,1,0,0,10,0.0
164,medium,0.4874227978364538,4,460.743832264241,1,0,0,10,0.0
165,high,0.6591833336437624,4,444.5355891953991,1,1,0,10,0.0
166,low,0.4923272387954198,2,314.96223151181584,0,0,0,10,0.0
167,medium,0.3836389458358457,10,443.46127908798826,1,0,0,10,0.0
168,high,0.6521412520173062,4,571.5223268081752,1,1,1,10,674.6938411621411
169,high,0.6814139495547585,3,585.0245519368885,1,1,0,10,0.0
170,medium,0.6076244532638897,0,452.88869764086996,0,0,0,10,0.0
171,medium,0.4702022637087371,2,629.9485998181763,0,0,0,10,0.0
172,high,0.8261663759010152,2,497.1295928299645,0,0,0,10,0.0
173,medium,0.3084036627945443,1,366.2153628184052,1,0,0,10,0.0
174,medium,0.3137725234293258,4,334.7615943545744,0,0,0,10,0.0
175,medium,0.47833021993080643,4,621.8257922619727,0,0,0,10,0.0
176,high,0.9266620972806494,2,462.69962747389263,1,0,0,10,0.0
177,medium,0.654095551483026,3,378.5935476927421,1,0,0,10,0.0
178,medium,0.3346826270382561,6,274.0723828564465,0,0,0,10,0.0
179,low,0.2691815510505114,2,460.42838891248573,0,0,0,10,0.0
180,high,0.9652918745117082,2,540.4750858996362,1,0,0,10,0.0
181,medium,0.4551891017591545,4,430.23088559537956,0,0,0,10,0.0
182,high,0.9318263325713474,5,394.67548398661285,1,0,0,10,0.0
183,low,0.0668478271997181,2,445.0624231393273,0,0,0,10,0.0
184,low,0.46769724483389935,2,624.3192019144856,1,0,0,10,0.0
185,medium,0.600569327012521,4,360.70183823248095,1,1,0,10,0.0
186,medium,0.6765337571147606,3,435.8298969577483,0,0,0,10,0.0
187,low,0.33830861677625323,4,621.0757739617591,0,0,0,10,0.0
188,medium,0.4453615727997708,3,549.4176289423754,0,0,0,10,0.0
189,medium,0.6752724690098889,2,517.9127813778956,0,0,0,10,0.0
190,medium,0.4102267105236714,5,435.1553864583751,1,0,0,10,0.0
191,high,0.732869008824693,0,503.0504814500428,1,0,0,10,0.0
192,low,0.35040420900087016,4,446.21709315466995,0,0,0,10,0.0
193,low,0.38265814976269313,3,414.06138689292493,0,0,0,10,0.0
194,medium,0.6717613935396615,1,391.994252469826,1,0,0,10,0.0
195,medium,0.3819209636224838,4,578.4095596372498,0,0,0,10,0.0
196,medium,0.6191992140876896,4,493.95938677838643,1,0,0,10,0.0
197,low,0.3692730266984817,3,531.4513743802696,0,0,0,10,0.0
198,low,0.031897278126798934,0,515.1673185801403,0,0,0,10,0.0
199,low,0.19361157060510348,3,544.0918827808359,1,1,1,10,494.0513318430586
200,low,0.1413827285300493,5,474.5281210014108,0,0,0,10,0.0
201,medium,0.42179616974161216,1,451.8342548945426,1,0,0,10,0.0
202,high,0.9931787518218803,5,418.4719670608878,1,1,0,10,0.0
203,high,0.8571109653919711,2,358.60308665928864,0,0,0,10,0.0
204,low,0.3588380788967498,2,387.79668293770834,0,0,0,10,0.0
205,medium,0.6906470549260036,2,463.4582278899778,0,0,0,10,0.0
206,high,0.7508807129830555,3,339.6960515564522,1,0,0,10,0.0
207,high,0.9207360673811223,5,361.771409586397,1,1,1,10,324.0083292394147
208,medium,0.47381238532179815,5,604.2139892635178,0,0,0,10,0.0
209,high,0.9478134687259919,2,522.4179484853793,1,1,1,10,531.8377345700994
210,high,0.6722630165245213,3,454.81632717964794,1,1,0,10,0.0
211,medium,0.6790744708257118,0,727.1574458904561,0,0,0,10,0.0
212,medium,0.38750868336435185,4,335.17502812869714,0,0,0,10,0.0
213,medium,0.4304882027923726,2,597.5611276461822,0,0,0,10,0.0
214,medium,0.6024768936427122,8,488.8533917220584,0,0,0,10,0.0
215,low,0.19687757078270335,5,578.5047022912812,0,0,0,10,0.0
216,medium,0.5432845507065787,4,510.8953717270807,0,0,0,10,0.0
217,medium,0.47782940042777133,3,312.7754937754743,1,1,1,10,258.5221148299358
218,low,0.3711849685448909,3,509.54604675588286,0,0,0,10,0.0
219,medium,0.3913325009474443,1,533.5555854639598,0,0,0,10,0.0
220,low,0.029228993618438504,1,280.8014701475586,0,0,0,10,0.0
221,medium,0.41997175898922645,3,694.4048293801898,1,0,0,10,0.0
222,medium,0.48972346594737204,4,531.1207594172772,1,1,1,10,438.8695007911462
223,high,0.6672080208770714,2,567.1987740136495,0,0,0,10,0.0
224,medium,0.44191891586255544,2,383.44706104236883,0,0,0,10,0.0
225,medium,0.4599932073174274,4,569.0617522145618,0,0,0,10,0.0
226,medium,0.3229567374753094,2,608.9504459563055,1,0,0,10,0.0
227,low,0.29165362409210227,3,525.3568228137846,0,0,0,10,0.0
228,medium,0.6537373711885149,2,499.06284414792356,1,0,0,10,0.0
229,low,0.07587145647652621,1,410.6411875101584,0,0,0,10,0.0
230,medium,0.5391232053606055,4,478.37930822166743,0,0,0,10,0.0
231,low,0.33236960245542313,3,448.797048574072,0,0,0,10,0.0
232,medium,0.46773387216771534,2,557.1995637392685,0,0,0,10,0.0
233,medium,0.580439034945708,4,415.0124074882597,1,1,0,10,0.0
234,medium,0.4642926173964048,2,556.4650721503557,1,1,0,10,0.0
235,high,0.801854915190974,3,416.10144372703434,0,0,0,10,0.0
236,low,0.00367652227721349,0,473.76474458399815,0,0,0,10,0.0
237,medium,0.5766880456538754,4,561.6044397012816,0,0,0,10,0.0
238,high,0.8645370715778897,4,429.6203280013956,0,0,0,10,0.0
239,medium,0.3153603509305378,3,565.0536488977602,0,0,0,10,0.0
240,high,0.7473000429580532,0,555.2994157671368,0,0,0,10,0.0
241,low,0.4895159203958337,0,472.90493266230567,0,0,0,10,0.0
242,low,0.2103682812843084,3,616.1783201355789,0,0,0,10,0.0
243,low,0.25097270256592086,2,507.7784341977114,0,0,0,10,0.0
244,medium,0.6639720632638874,3,610.227652658535,1,0,0,10,0.0
245,high,0.8869047503463026,2,679.3464924877178,0,0,0,10,0.0
246,low,0.2910350655621118,6,475.8698978298689,0,0,0,10,0.0
247,medium,0.6191218725364289,4,564.4954984027397,0,0,0,10,0.0
248,low,0.4321831332279866,3,436.24320746771247,0,0,0,10,0.0
249,low,0.22844403586863343,4,396.71855904918016,1,0,0,10,0.0
250,low,0.2375541824659177,6,480.45403426135715,0,0,0,10,0.0
251,medium,0.4544203742607343,3,363.7399720250537,0,0,0,10,0.0
252,medium,0.6866824560073842,0,406.239222035269,1,0,0,10,0.0
253,low,0.3485831271451752,0,559.1432599321067,1,0,0,10,0.0
254,medium,0.3332892264832289,7,448.6350984551162,0,0,0,10,0.0
255,high,0.9451838493252074,5,571.0514087121861,0,0,0,10,0.0
256,medium,0.4922239763345072,2,529.9411938017487,1,0,0,10,0.0
257,low,0.03437695321124373,6,685.1154062019116,0,0,0,10,0.0
258,medium,0.5198869020653244,6,552.4337285576046,1,0,0,10,0.0
259,medium,0.4668657115902808,2,611.4218070279314,1,0,0,10,0.0
260,high,0.95109976194505,4,540.1884663127546,1,0,0,10,0.0
261,medium,0.3815978414437549,2,531.1393501078072,0,0,0,10,0.0
262,low,0.41323230474609146,1,616.4733042113315,0,0,0,10,0.0
263,high,0.8230754764741811,5,566.8797465865265,1,0,0,10,0.0
264,medium,0.3218441212853876,7,521.0063612957429,0,0,0,10,0.0
265,low,0.4859226506627423,0,520.5654665929718,0,0,0,10,0.0
266,low,0.25630762205159996,2,553.8229311830416,0,0,0,10,0.0
267,medium,0.416350741692633,0,432.8626480540115,0,0,0,10,0.0
268,low,0.23470342099462904,4,428.62005338613017,1,0,0,10,0.0
269,medium,0.6431431134069956,5,642.5405932372933,0,0,0,10,0.0
270,medium,0.4219612497540254,2,686.4413663859998,1,0,0,10,0.0
271,low,0.09633819824335016,1,407.11175415898344,0,0,0,10,0.0
272,low,0.06453562346544073,3,433.10055675602956,0,0,0,10,0.0
273,low,0.14892969919510562,2,614.2522819504145,0,0,0,10,0.0
274,low,0.39002404352002173,3,553.3519993142396,0,0,0,10,0.0
275,medium,0.48865054607810465,3,567.6428105320922,0,0,0,10,0.0
276,medium,0.39099264147741597,5,589.6601294853057,0,0,0,10,0.0
277,low,0.0830924998048746,4,475.92678382559245,0,0,0,10,0.0
278,medium,0.4330917906041516,2,532.9969924990187,1,1,0,10,0.0
279,low,0.4699621864428544,7,525.2192150698093,1,0,0,10,0.0
280,low,0.1715133562950122,3,414.15083997545395,0,0,0,10,0.0
281,low,0.4940620379773177,3,531.5090943215704,0,0,0,10,0.0
282,medium,0.49409218230614244,0,623.7710696149668,0,0,0,10,0.0
283,medium,0.3716655673160603,6,466.58667611566386,0,0,0,10,0.0
284,high,0.9564560367174038,3,515.2569248740934,0,0,0,10,0.0
285,medium,0.48414214925393073,0,520.6708916010856,1,0,0,10,0.0
286,high,0.8838685374018098,6,471.53354495647295,1,0,0,10,0.0
287,medium,0.6934846332836606,3,567.6901237694358,1,0,0,10,0.0
288,medium,0.32007014012798957,6,431.99343687450124,0,0,0,10,0.0
289,medium,0.3386778239150268,1,633.2645518695934,0,0,0,10,0.0
290,medium,0.5881826965851025,5,562.6205561632246,1,0,0,10,0.0
291,high,0.7127300013181888,4,406.32313993271055,0,0,0,10,0.0
292,high,0.6737205587800396,4,669.8009684886254,1,0,0,10,0.0
293,low,0.019680939909864748,4,516.8101461261596,0,0,0,10,0.0
294,medium,0.3087386847944807,1,427.70524827649484,1,1,0,10,0.0
295,high,0.9097942412479163,1,610.4554524991191,1,1,0,10,0.0
296,medium,0.35377337094781997,9,549.4671519448025,0,0,0,10,0.0
297,low,0.23386030798557544,6,322.8040295765962,0,0,0,10,0.0
298,medium,0.5423587260717931,4,447.43396827561463,0,0,0,10,0.0
299,medium,0.4713407202275385,2,527.9097337221543,1,0,0,10,0.0
300,high,0.6108426609344932,3,284.0433322357341,0,0,0,10,0.0
301,high,0.9134006010351635,4,508.5070085387394,1,1,0,10,0.0
302,medium,0.3042052898166614,4,515.797937270526,0,0,0,10,0.0
303,medium,0.6047559577509936,2,381.65081176241773,1,1,1,10,387.03435839778797
304,medium,0.657321797515249,1,527.0644886259963,0,0,0,10,0.0
305,low,0.21641996052858614,4,500.74638391250335,0,0,0,10,0.0
306,low,0.2677712365488991,1,380.87058941149854,0,0,0,10,0.0
307,medium,0.4907933570470615,4,591.9560546862825,0,0,0,10,0.0
308,medium,0.4556834474493755,5,583.7853794767805,0,0,0,10,0.0
309,low,0.44371226768518013,2,471.02629131476385,1,1,0,10,0.0
310,medium,0.6575734042679962,4,480.14186766081764,0,0,0,10,0.0
311,medium,0.4343265458566138,2,572.6263937595345,0,0,0,10,0.0
312,high,0.8460279016058792,3,479.93368568881937,1,1,1,10,544.4625391653915
313,high,0.9707630248583456,4,306.9091799479845,1,1,1,10,319.63599008065415
314,low,0.48102924947067577,4,548.6936557399928,1,1,1,10,473.33791487101104
315,low,0.25447952021102377,3,418.6740679261492,0,0,0,10,0.0
316,medium,0.4811299221137307,5,461.0156945582406,0,0,0,10,0.0
317,medium,0.4114777263714103,3,645.7870567951476,0,0,0,10,0.0
318,high,0.983548749276164,2,486.6021525991202,1,0,0,10,0.0
319,high,0.657125721789147,1,500.1734935873873,0,0,0,10,0.0
320,medium,0.53193183041909,4,550.9667275463597,0,0,0,10,0.0
321,medium,0.4130201070074555,2,550.5333943874032,0,0,0,10,0.0
322,low,0.1395041451738983,4,408.0802232622217,0,0,0,10,0.0
323,medium,0.46198743495047534,5,493.9701484465626,0,0,0,10,0.0
324,medium,0.6995171743262618,0,503.61525279258274,1,1,0,10,0.0
325,low,0.027483153419911033,2,527.2026896628827,0,0,0,10,0.0
326,low,0.2892709091017657,2,528.9221940916619,0,0,0,10,0.0
327,medium,0.33302886321411085,2,758.7441228777458,1,0,0,10,0.0
328,medium,0.36180833199620754,1,382.41402294127556,1,1,0,10,0.0
329,medium,0.47582517670915947,2,598.0091620197957,0,0,0,10,0.0
330,medium,0.5041840525385765,2,618.3375805833059,0,0,0,10,0.0
331,medium,0.40351696334580955,7,549.2783973923528,0,0,0,10,0.0
332,low,0.1582285654372081,2,434.9684605126925,0,0,0,10,0.0
333,high,0.6347868081023732,3,666.4668030267626,0,0,0,10,0.0
334,high,0.7212879135377002,1,280.8017135259802,0,0,0,10,0.0
335,high,0.9866233757522176,4,431.67333027821735,1,1,0,10,0.0
336,high,0.9778829526689927,2,617.1682197222812,1,1,1,10,498.14915310517927
337,low,0.1674391450684925,3,462.9888396577482,0,0,0,10,0.0
338,low,0.2854269681393808,5,659.6464524800185,0,0,0,10,0.0
339,medium,0.6638381564443777,3,348.81952553215996,0,0,0,10,0.0
340,high,0.6024735290563586,3,388.7898106051992,0,0,0,10,0.0
341,medium,0.6242734281350367,3,446.8361829873025,0,0,0,10,0.0
342,medium,0.6793478211155676,4,541.7399277536529,1,0,0,10,0.0
343,high,0.6365302937334228,6,477.7979849619977,1,0,0,10,0.0
344,medium,0.3645790744131684,5,450.9600747437579,0,0,0,10,0.0
345,medium,0.6842985211085422,1,642.0396431098524,0,0,0,10,0.0
346,medium,0.5150160574561384,4,651.3444975389151,1,0,0,10,0.0
347,medium,0.30567865378868947,1,458.56202342924445,1,1,0,10,0.0
348,high,0.7030527995054117,3,329.0232192670337,1,0,0,10,0.0
349,medium,0.47997746970754385,4,284.251617081262,0,0,0,10,0.0
350,medium,0.5771635644099071,4,523.9290114780356,0,0,0,10,0.0
351,medium,0.5932641512547199,5,565.5955622218797,1,0,0,10,0.0
352,low,0.49771075646272805,3,506.2997785578546,0,0,0,10,0.0
353,medium,0.4150044797535036,1,492.9091892919242,0,0,0,10,0.0
354,high,0.8152880407473901,1,419.54573853059173,1,0,0,10,0.0
355,high,0.813329419143842,4,565.4979793913839,0,0,0,10,0.0
356,medium,0.462258103778895,5,667.818537889891,1,1,0,10,0.0
357,high,0.6676647575369681,2,278.3122322664444,1,1,0,10,0.0
358,medium,0.6909826252735369,4,492.24988112122844,0,0,0,10,0.0
359,low,0.42665859333329303,6,402.96516505863997,0,0,0,10,0.0
360,medium,0.4993332113176948,3,350.95340059461483,0,0,0,10,0.0
361,medium,0.5412981690736118,3,387.0024129215584,1,0,0,10,0.0
362,medium,0.3909044214238649,3,537.9672855684405,0,0,0,10,0.0
363,medium,0.5175148281566987,2,540.4962197591166,0,0,0,10,0.0
364,medium,0.5779880532485904,4,646.02877611748,1,0,0,10,0.0
365,low,0.2575835141932944,2,500.87815471454616,0,0,0,10,0.0
366,medium,0.6961140682339765,1,324.1778370130421,0,0,0,10,0.0
367,low,0.3056708281238631,2,476.18304576240286,0,0,0,10,0.0
368,low,0.18548685629608452,2,361.3620927784216,0,0,0,10,0.0
369,high,0.9088608110463352,4,379.3204113577995,1,1,0,10,0.0
370,high,0.6681850046326568,4,558.0559058406495,0,0,0,10,0.0
371,high,0.7538063254825066,3,519.418090559442,1,0,0,10,0.0
372,high,0.7387835801510343,4,558.7565595435331,1,0,0,10,0.0
373,high,0.7727228380431109,4,464.2507152728272,1,1,1,10,515.4550856764693
374,medium,0.6127119303714905,1,579.0529563425356,1,1,1,10,685.0668128328953
375,high,0.793669212865363,5,458.6597101709889,1,0,0,10,0.0
376,medium,0.617605780106385,4,611.6682832742247,0,0,0,10,0.0
377,low,0.28824445156993295,1,534.4638939471542,0,0,0,10,0.0
378,high,0.7368277738630221,5,479.3003129515383,1,0,0,10,0.0
379,low,0.4049893718417362,4,521.2093044176097,0,0,0,10,0.0
380,medium,0.3953158682212366,1,498.21392990250826,0,0,0,10,0.0
381,high,0.6897531919199182,2,659.6106515312923,0,0,0,10,0.0
382,medium,0.5018011696219342,4,524.5437622578789,0,0,0,10,0.0
383,medium,0.4043396983848355,2,499.83873276054914,0,0,0,10,0.0
384,low,0.004543517475608161,6,476.1509142949201,0,0,0,10,0.0
385,low,0.32414876364940076,4,584.3184219245011,1,1,0,10,0.0
386,low,0.255546910736199,6,570.7913339053505,0,0,0,10,0.0
387,medium,0.47820712579726443,4,472.6158369687372,1,0,0,10,0.0
388,high,0.9867874058473262,4,384.43584853771915,0,0,0,10,0.0
389,low,0.28559959198145685,2,409.80318616216465,0,0,0,10,0.0
390,low,0.43171578889469225,1,481.5837460457804,0,0,0,10,0.0
391,low,0.06972511810258009,3,634.8927506119082,0,0,0,10,0.0
